meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X35,0.006011392674047436,0.006015976843261455,0.00601646199879255,0.006016513344167986,0.006016518778193591,0.0060165193532918165,0.00601651941415608,0.006016519420597517,0.006016519421279232,0.00601651942135138,0.006016519421359015,0.0060165194213598235,0.0060165194213599085,0.006016519421359918,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.006016519421359919,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,4.428391873406972,4.428391873406972,4.2855405226519085,4.428391873406972,4.2855405226519085
X37,4.456437887727971,4.310804114127446,4.1954854126920695,4.104171409271275,4.031865294851443,3.9746103943253823,3.929273652605101,3.8933741901848324,3.8649475465143253,3.842438182421069,3.8246143591883444,3.8105007363727363,3.799325000034893,3.7904756008179272,3.783468289251704,3.777919617055744,3.7735259544010646,3.7700468749309923,3.767291999349867,3.765110577645429,3.7633832398719202,3.7620154640871104,3.760932404001119,3.7600747932999394,119.62900740676753,114.97440407690401,113.96162707133419,114.07805052723248,114.54459877455038,115.11970823287527,115.72847865101826,116.34768613232008,116.97012977468117,117.59357683517264,3772.5286558853873,4361.005613616738,4791.194689712057,5540.796745121513,5932.928042781194
X41,2.3705648697321493,2.3333577843633218,2.301365856017124,2.2738580985789203,2.2502059851117124,2.229869086594179,2.2123827236149944,2.197347348876011,2.184419417904272,2.1733035393770344,2.163745725701944,2.1555275896343447,2.148461354329759,2.142385562815838,2.1371613888491594,2.1326694648633566,2.1288071545301004,2.1254862076134726,2.1226307435333087,2.1201755175637875,2.1180644300515024,2.1162492445900214,2.1146884858623998,2.113346491968366,40.95136733115263,38.592033049733764,37.46051297713561,36.81999655993287,36.37583280576309,36.01019060200639,35.67594921443438,35.35426503251965,35.037602484851355,34.72294809179908,1023.7884380590413,717.010090120114,407.1964298567293,124.52919825046355,-166.17217517841272
X42,4.632314474596895,4.04581238010263,3.5763588548036687,3.2006257153616486,2.8999341657960325,2.6593281585560122,2.466832437925154,2.3128584579332205,2.1897287028761254,2.091295812396059,2.0126376162461184,1.9498129496776464,1.8996661356626434,1.8596704344832526,1.8278026943577341,1.8024429846287946,1.7822942324034736,1.7663178758877351,1.7536823422332948,1.7437217939271854,1.7359030971680944,1.7297993735591657,1.7250688230396005,1.7214377674789936,48.046944373093986,43.89403416303316,42.68224427310925,42.53638583520423,42.77684612510638,43.157317444021594,43.588532065899535,44.03813725896117,44.49440762927213,44.95309361720155,1490.4406178604509,1921.2095164501284,2280.1891111207465,2791.1813131994145,3122.097301523281
X43,0.38170049891731034,0.44521777248861544,0.49501066431055857,0.5340446457236367,0.5646444291305744,0.5886324188424765,0.6074372464050095,0.6221788543473018,0.6337351956113523,0.6427945210210355,0.649896368829376,0.6554636975224065,0.6598280755846682,0.6632494284309973,0.6659315185552014,0.6680340808331819,0.6696823357120513,0.6709744468538559,0.6719873673822154,0.6727814229116331,0.673403904306911,0.6738918841434738,0.6742744246060455,0.6745743083195517,15.128363999484284,16.553598913755195,15.55947542161281,16.252891999984335,15.769223165115271,16.106589690693575,15.87127129848915,16.035409532461102,15.920920564560848,16.00077839812999,494.5122874229362,495.0069068981416,479.0389353955264,495.0068999088126,479.0389353956251
X44,0.5163320055800471,0.9520800769507585,1.2639579675913255,1.487178275519342,1.6469437073334983,1.7612925918041493,1.8431354988160509,1.901712908286783,1.9436385072858853,1.9736459088988192,1.9951231011884079,2.0104949682562028,2.021497071974598,2.0293716057378983,2.0350076444061838,2.03904152537301,2.041928694289378,2.04399512719114,2.0454741348492225,2.0465327047407493,2.047290354783414,2.0478326275154695,2.0482207482828048,2.0484985378914873,40.674299128206705,40.45641706154748,40.23853499488825,40.02065292822902,39.80277086156979,39.58488879491056,39.36700672825133,39.149124661592104,38.931242594932876,38.71336052827365,1159.5881119778662,950.2034459183486,720.1896308632752,538.1884578657538,321.46544887689333
X47,0.42350065591085706,0.33171961966143426,0.2653022094951181,0.21723920483244832,0.18245837836813414,0.15728920931532403,0.13907552277573287,0.1258951759527437,0.11635720888623782,0.10945505244198742,0.1044603021719637,0.1008458476951047,0.09823024522070432,0.09633746268660677,0.09496774930070472,0.09397655526455848,0.09325927701685788,0.09274021811833506,0.09236460078852002,0.0920927850488055,0.09189608540133999,0.09175374356582418,0.0916507377984063,0.09157619760379031,84.35731700388908,122.53274548414717,152.43205192762056,176.00680610831694,194.74838345246945,209.79648221304123,222.02205150516414,232.0906643076304,240.51094664967854,247.67158684327774,8029.489590512947,11618.763901117014,14060.896028567096,17440.270172683853,19694.465559813394
X50,6.575762160398776,6.0312941266476425,5.6013651018771515,5.261879668606349,4.993811329966992,4.782136167682363,4.614990824984864,4.483007623536326,4.378789550908773,4.29649569424371,4.2315138856757075,4.180202212898544,4.139684907806373,4.10769117376731,4.082427918586992,4.0624792604676685,4.046727174763697,4.034288834172511,4.024467130585453,4.016711605590392,4.010587599972031,4.005751893190402,4.001933467549545,3.9989183189821964,165.90371810110585,155.9299646802036,153.87876939241326,154.2717187968293,155.41869779321175,156.79829829820372,158.24966358118888,159.72316861982776,161.20350387231406,162.68594627638464,5343.1210560550035,6744.691049682574,7884.415349673475,9549.767339642625,10599.005307699352
X51,20.458172535317043,20.194540993841454,20.02769895656658,19.922410526812836,19.8562673187456,19.81501864476981,19.78960173265229,19.774253082210862,19.76530737631128,19.760433644315928,19.7581494976853,19.7575122064911,19.757922238495997,19.758998319177113,19.760497975731923,19.76226700677418,19.764207347418793,19.766256632975512,19.76837520241189,19.77053783316226,19.772728484851996,19.774936956551436,19.77715676094539,19.779383772404167,347.6393378064398,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,313.42020942983515,9750.245620701491,9716.026492324887,9402.606282895053,9716.026492324887,9402.606282895053
X55,17.68948559047836,16.17427448790556,14.949015471584534,13.958223063499048,13.157029533932208,12.509153080114663,11.985254815936058,11.561610169503743,11.219034523195484,10.942014444146116,10.718005163207723,10.536862488933945,10.39038343098777,10.271934730245004,10.176152473693323,10.098699191279902,10.036067434913042,9.985420944753212,9.944466210057843,9.911348608252172,9.884568418915897,9.86291290940482,9.845401416625746,9.831240938009685,310.97492517579656,306.8224530717061,307.3018052619324,308.88727395717325,310.7368920771164,312.6495911819777,314.5773545280832,316.5087153348904,318.4409352439444,320.37336031345234,10301.51851432662,12148.138924845902,13524.491308019935,15802.476445061959,17060.94697274511
X59,0.5582365540804566,1.0286100364462794,1.376512122591611,1.6338307557243794,1.8241511981538525,1.9649178047752278,2.0690329344310445,2.1460395518627213,2.2029959149568463,2.245122519203397,2.2762805968779283,2.2993260291347086,2.3163711098181037,2.3289781536898,2.3383026947779344,2.345199400095151,2.3503004065450064,2.354073261205987,2.356863775672654,2.358927722388972,2.3604542781903075,2.361583363837803,2.362418468848878,2.363036137119721,97.35798235341139,71.97787338439117,81.07125429318837,78.81738251801819,80.29855886040625,80.55031123304467,81.20673932867834,81.72996484748649,82.29703516711845,82.84967358456733,2686.5037905638897,3206.342938948008,3611.8468656932155,4258.14058348463,4629.715553954447
X61,0.9354764621614033,1.179444878020674,1.3860645896856088,1.5610532458939872,1.7092531903952688,1.8347654608822705,1.9410632742574032,2.0310881386351434,2.1073312517237373,2.1719024380689786,2.226588532814179,2.2729028275909764,2.312126946823962,2.3453463132640238,2.3734801841643316,2.397307089269922,2.4174863745493114,2.434576447833375,2.449050231260828,2.4613082481354636,2.4716897063389798,2.4804818850032433,2.487928084193079,2.4942343575858237,68.28170605341441,68.40082344700427,68.51994084059413,68.63905823418399,68.75817562777385,68.87729302136371,68.99641041495357,69.11552780854343,69.2346452021333,69.35376259572315,2172.1224756751317,2286.594290914988,2321.825599891162,2511.8452821934134,2539.8104301606063
X62,0.25366189073884765,0.2738117706761673,0.2827401418089851,0.28669628503829003,0.288449244118726,0.2892259767493651,0.28957014541036397,0.28972264584943563,0.28979021848620495,0.2898201597851793,0.2898334267143259,0.2898393052638548,0.28984191003728677,0.28984306420713735,0.28984357561746876,0.28984380222235445,0.28984390263052195,0.28984394712117834,0.2898439668348984,0.28984397557000796,0.2898439794405174,0.2898439811555323,0.2898439819154519,0.2898439822521708,17.215732718825265,22.217535484685506,19.881639919248645,21.46063874589903,20.95091745771105,21.55559448559217,21.565704726839098,21.893035174426135,22.051118597839295,22.29950066749002,729.2668003077953,939.8059581056264,1108.0137360904232,1350.089096488336,1505.061934532162
X67,0.4599005790654918,0.5499360348059703,0.622453834689568,0.6808622834135439,0.727906552376714,0.7657977015277204,0.7963165982100735,0.8208976171439742,0.8406960554072476,0.8566424308898379,0.8694862162253444,0.8798310636751407,0.8881631765191412,0.8948741603960978,0.9002794285963718,0.9046330263478454,0.9081395708298888,0.9109638680907893,0.9132386588595297,0.9150708573016642,0.9165465759380725,0.9177351728955647,0.9186925117083333,0.9194635868794889,17.477292591467727,16.611926507550983,16.404292006752076,16.336600265423282,16.298683551523272,16.267101943932026,16.236868230042617,16.20692130177967,16.177035391678192,16.14716246415215,496.35444061730067,466.30178371194336,423.92927255466196,409.8187129010248,369.2682362860312
X68,1.7872712632938494,2.14949688017934,2.456951704286868,2.717917424159943,2.9394234849171954,3.1274364353386495,3.2870206444809846,3.422474716929169,3.5374472812035793,3.635035270231299,3.7178673411916745,3.7881746817562583,3.8478511099796813,3.8985040867088183,3.9414980145946603,3.9779909900211115,4.008965997910868,4.035257389680337,4.057573357561151,4.076515010662824,4.092592566614705,4.106239094929755,4.1178221822852485,4.127653833939613,85.54063754301254,93.20800011624422,94.37313648905693,94.43972680630537,94.32071862251765,94.17035371644013,94.0146911165382,93.8581334753881,93.70142461771577,93.54469021212971,2859.403181673788,2720.1051088280674,2488.943049311132,2423.7105264149386,2202.1095824597173
X70,0.1988864073583031,0.24008501900804607,0.27410704955380766,0.30220084259609337,0.32539759631165555,0.34454913521363845,0.3603591116334287,0.37340877980335435,0.38417828661916065,0.3930642589416457,0.40039433164276333,0.4064391485440242,0.41142227582959273,0.41552839105250844,0.41891004768915735,0.4216932630208736,0.4239821340211975,0.4258626503241342,0.4274058439386352,0.42867039108020105,0.4297047614220999,0.4305489934911296,0.43123616123889863,0.4317935855076678,11.78280253406819,11.031718107064222,10.696120130784042,10.53575990277581,10.449308868114146,10.394030163130347,10.351898863679567,10.31531268305808,10.281065240886072,10.247804197329398,313.7619699731959,280.3404888712404,241.52171715762472,218.80439325452247,181.97065688338654
X73,0.11119534490240239,0.13931698104653678,0.1585146606565225,0.17162095474646508,0.18056934226079802,0.18667959269866247,0.1908525648647937,0.1937031741566132,0.1956511544369621,0.19698301099803883,0.1978943089102956,0.1985185385413536,0.19894681881243134,0.19924134640447283,0.1994445760246752,0.199585486746131,0.19968385933598595,0.19975319590825258,0.19980271284374482,0.199838701133283,0.19986545493162267,0.1998859053772111,0.19990205322993843,0.199915264184469,4.305459110978102,4.628809706855866,4.701747246577083,4.720771761090802,4.728188996289151,4.733107226236237,4.737487429392017,4.7417517973257555,4.745991226355183,4.750225286128719,147.52600668428514,152.11177326376904,151.07775863425246,160.11559458035276,158.82339216643027
X75,0.08063965541989349,0.44799127459438115,0.7094946488529154,0.8956487616407438,1.0281646567265323,1.122497584360543,1.189649537944999,1.2374524099994342,1.2714814211402459,1.295705354754587,1.3129494338529726,1.3252248251533905,1.3339632002628203,1.3401837106876493,1.344611850869415,1.3477640721712394,1.3500080162940096,1.3516053931099077,1.352742503729587,1.3535519686902142,1.354128195410063,1.3545383888697162,1.3548303896890923,1.355038253750573,40.10908666576381,27.176670855764943,36.389055550136,29.826628776673825,34.5013624732993,31.171323771345676,33.543471251000796,31.853675975668736,33.057398803622796,32.19992886765497,1013.6666013989222,1009.2557847987995,976.6992623888048,1009.255904465077,976.6992623855583
X76,0.42257308427623563,0.5062196495518677,0.572013619060867,0.6237652529682093,0.6644715917416019,0.6964900207500648,0.7216747911583552,0.741484403314862,0.7570660714194101,0.769322160988561,0.7789624466447037,0.7865452165818583,0.7925096041498944,0.7972010189437728,0.8008911501629734,0.8037937006756006,0.8060767629782408,0.8078725537681205,0.80928507087608,0.8103961159886414,0.8112700319470325,0.8119574289696161,0.8124981155907034,0.812923404052274,16.20437545129945,13.473457511865053,12.9847354002721,12.88442151532966,12.851390313129086,12.830014269306545,12.810657210329454,12.791649893472886,12.772703161296358,12.753766924005175,395.8125046082954,373.64941833110333,344.2715661633183,337.84515173975456,309.62227591362597
X80,8.434406619141676,8.346587464827527,8.27174139250078,8.207951954006518,8.153585808437123,8.107250900122505,8.067760814775482,8.034104401124544,8.005419880190013,7.980972779266631,7.960137125607918,7.9423794182729495,7.927244967731603,7.914346253451219,7.903353001358422,7.89398372710761,7.885998528619854,7.879192943343776,7.873392712952384,7.868449321424917,7.864236192265411,7.860645447487041,7.857585145375415,7.854976926303195,187.41267071618228,181.63442641544148,179.75068704775884,179.0675387228763,178.75450646584522,178.55557293085892,178.39181354664055,178.23889758695904,178.0893244188765,177.94078176063294,5500.381165734678,5346.306237677546,5038.348441498133,5066.280541418596,4767.355832215279
X82,0.42136936104039213,0.47798125940847136,0.521073276938541,0.5538717530293272,0.5788331041756126,0.5978275558094214,0.6122790289856803,0.6232716449744491,0.6316308139514738,0.6379849729533117,0.6428125908921738,0.6464779564503543,0.6492584256705569,0.651365167271886,0.6529589573726244,0.6541622050128977,0.6550681079466039,0.6557476235256084,0.6562547760753177,0.6566306977357972,0.6569067050100047,0.6571066411347847,0.6572486594762388,0.6573465813415569,13.121751203308458,14.747320940960112,15.240129246674812,15.377414153554161,15.40311608845387,15.393797094557904,15.373486589753485,15.349726338862789,15.324883366209917,15.299700575383484,466.0733671239312,445.2299720437673,407.68323434333684,397.31537893246207,361.3142732678801
X87,0.6544896046045026,0.9522976206464278,1.2046705093112116,1.4185400880402168,1.5997806204433505,1.7533701621677173,1.8835272910081375,1.993826976766586,2.0872987734080795,2.1665100305146714,2.2336364095707184,2.29052164191986,2.33872816973978,2.37958006096859,2.4141993769086385,2.4435369914010527,2.4683987080680145,2.4894673929738076,2.507321730612908,2.5224521183877684,2.535274136143067,2.54613996071832,2.555348039037459,2.563151285421954,21.133896251510162,45.55012797329279,55.49847314838844,59.551906653221806,61.20347009306272,61.87639634004979,62.15057880435023,62.26229390547231,62.30781200179025,62.326358259830556,1862.97387457514,1932.5124396688273,1870.1733287118234,1932.512439668884,1870.1733287118234
X88,0.20117942217241955,0.2853029816177207,0.3560816637822427,0.4156324231887534,0.465736392879075,0.5078921572009353,0.5433605737065341,0.5732024847631031,0.5983104468106221,0.6194354262727161,0.6372092605819005,0.6521635561170606,0.6647455882808998,0.6753316792806181,0.6842384537344613,0.6917323087536318,0.6980373817449115,0.7033422542469371,0.7078055923084741,0.7115608921095452,0.714720472764538,0.717378835730008,0.7196154912953647,0.7214973366953423,4.1354436928298455,4.796448355899373,5.172572841639229,5.386526292329612,5.508162176892594,5.577245316675432,5.616412254160261,5.638549079066204,5.650991333399301,5.6579148515433975,172.06069267828843,175.26980009777822,169.2774020409371,174.5701640275478,168.60033478657482
X91,0.4457896327815702,0.5404409879710956,0.6198734775553878,0.6865366251150692,0.7424856958196779,0.7894451535406919,0.8288619043455655,0.8619499702864061,0.8897279728039238,0.9130505830613594,0.9326349102497056,0.9490826426134283,0.9628986248094863,0.9745064451828468,0.9842615142217047,0.992462037994805,0.9993582253800228,1.0051600133609717,1.0100435489131827,1.0141566276106166,1.0176232568716042,1.0205474847362117,1.0230166123900242,1.0251038896222706,18.40494630581933,22.207193025244717,23.61660774925233,24.16082076932237,24.392193610921886,24.510449503236554,24.587804497597297,24.65037051944761,24.707589135278603,24.762874232664334,768.551774701543,829.8242734473049,852.639610767305,932.2975888051254,951.8073353071311
X94,0.021484341973185345,0.0426016470008017,0.060878178266318375,0.07669608659612541,0.09038611455029506,0.10223451204244519,0.11248902164622081,0.12136405873740504,0.12904519478518783,0.1356930375354062,0.14144658921795814,0.1464261529964047,0.15073584843180213,0.15446578855753731,0.15769396408643904,0.1604878741477556,0.1629059376516883,0.16499871479222947,0.1668099642291647,0.16837755805425292,0.16973427367295466,0.1709084791594592,0.17192472641535556,0.1728042645345235,1.0092129295583483,1.0937899966664308,1.107990346414532,1.1026631644543048,1.0919176494299014,1.079668701527608,1.0670025938842007,1.054220736311305,1.041406761434518,1.0285838749219847,29.313867882280064,17.174364632535447,4.884280287265806,-7.08018537218611,-18.587864878593766
X102,0.5909419037513075,0.7299614374571972,0.8479383749911206,0.9480578144601768,1.033022743785586,1.1051270149796226,1.1663172727212765,1.2182455091556212,1.2623136637720966,1.2997114724528702,1.331448587526004,1.3583818359888524,1.3812383518092077,1.4006352068215833,1.4170960702063713,1.4310653463183896,1.4429201725527252,1.4529806011618631,1.4615182399090607,1.4687635848351648,1.4749122431062183,1.4801302139440156,1.484558370212235,1.4883162616503647,22.942768356203963,23.908972388012785,24.23846924291589,24.333030764843013,24.340904696803314,24.316792217187864,24.280877234747212,24.240607307000833,24.19873047020332,24.156260708232846,738.3524217689546,699.7398713570209,637.9905438654525,618.7739192982476,559.6363967118007
X105,0.31036777186085107,0.40323963163238563,0.4804590353356075,0.5446640197404614,0.5980480116483857,0.6424347616560669,0.6793406487175391,0.7100264840075395,0.7355405838549874,0.7567545832417883,0.7743932133590176,0.7890590605073871,0.8012531521771955,0.8113920735874206,0.8198221994341238,0.8268315270455976,0.8326595151988447,0.837505264719639,0.8415343203389775,0.8448843261768899,0.8476697280611881,0.8499856833258771,0.8519113116591802,0.8535123980594901,6.499716253528965,7.247050877978862,7.534713443248991,7.6439720238551025,7.683989977130519,7.697134850849014,7.699849974972323,7.698517193964854,7.695613374669434,7.692099817442302,235.73077947113944,233.98904955768253,222.8722370319072,226.61357364159198,215.7346796937547
X106,0.49674647299798025,0.5760682931757023,0.6297036966230235,0.6659705964055989,0.6904933544217886,0.7070750215707831,0.7182871244369662,0.7258684640907114,0.7309947737251692,0.7344610543125789,0.7368048653515942,0.738389690944353,0.7394613098238847,0.7401859113372724,0.7406758685069643,0.7410071651213066,0.7412311794912638,0.741382652327915,0.7414850744191743,0.7415543296401754,0.7416011582645174,0.7416328225928679,0.7416542332087888,0.7416687105243671,14.030744368899013,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,17.788984180588887,547.7002697865656,551.4585095982554,533.6695254176666,551.4585095982554,533.6695254176666
X107,0.07758725722490284,0.13377239283991227,0.18046436435192936,0.2192671576497462,0.2515137456381242,0.2783118791877186,0.3005821411453783,0.3190895706551581,0.33446994416448983,0.34725161593374076,0.3578736683252346,0.36670099537951495,0.374036837837384,0.3801332002170445,0.38519950779897366,0.3894098009075901,0.39290871363126506,0.3958164423646495,0.3982328748551603,0.4002410215966892,0.40190986744748336,0.40329674143239574,0.40444928613813436,0.40540709435515854,4.971865666753703,6.747513888774499,7.483485910868841,7.7957674306404074,7.935385921508144,8.004640499598025,8.045220263786856,8.074114422104735,8.098246443690273,8.120437791723413,250.64237365556957,275.684443734788,285.87509814546985,315.1240924325122,324.0425001110053
